uuid,nature_zone,noise,road_traffic,price_value,internal_structure,public_transportation,educational_facilities,complex_environment,parking_facilities,medical_facilities,urban_park,commercial_facilities,road_traffic_rating,price_value_rating,nature_zone_rating,commercial_facilities_rating,internal_structure_rating,parking_facilities_rating,public_transportation_rating,noise_rating,urban_park_rating,educational_facilities_rating,complex_environment_rating,medical_facilities_rating
apartment_1165010845,['자연경관이 아름다움.'],"['주거지 소음이 잘 관리됨.', '층간소음이 전혀 없음.', '조용한 분위기가 좋음.', '소음 문제로 불편함 없음.', '주변 소음이 적어 편안.', '소음으로 인한 스트레스 없음.', '조용한 환경이 매력적.', '소음 걱정 없이 생활 가능.']",,,"['통풍이 잘 되어 쾌적함.', '층간소음이 전혀 없음.', '남향으로 채광 좋음.', '집 구조가 마음에 듦.']","['주변 이동이 용이함.', '빠른 대중교통 이용 가능.', '교통이 매우 만족스러움.', '대중교통 이용 편리.', '편리한 교통망 구축됨.']",,,"['주차가 용이해서 만족.', '주차가 편리해서 좋음.', '주차 공간이 넉넉함.', '주차하기에 여유로움.', '주차시설이 안전하게 느껴짐.', '주차가 편리하게 되어있음.', '주차시설이 잘 관리됨.', '주차 공간이 넓어서 좋음.', '주차 스트레스가 없음.']",,,"['주차 공간이 넉넉함.', '스포츠센터 이용 용이.', '교통이 매우 편리함.', '주변 시설이 다양함.']",0,0,4,6,5,9,10,8,0,0,0,0
apartment_1165010850,,['주변이 조용해서 좋음.'],,,,"['교통 접근성이 뛰어남.', '교대로 바로 이동 가능.', '대중교통 이용 편리.', '아파트 옆 마을버스.', '주변 교통 환경 좋음.']",['공부하기 좋은 환경.'],,,,,,0,0,0,0,0,0,8,2,0,2,0,0
apartment_1165010811,,,,"['재건축으로 인한 변화 기대됨.', '저평가된 점이 매력적임.', '위치가 매우 유리함.', '투자 목적에 적합함.', '재건축 아파트로 기대됨.', '미래 가치 상승 가능성 있음.', '가격 대비 투자 가치 높음.']",,"['대중교통 이용 편리함.', '주변 교통망 우수함.', '강남역까지 7분 거리.']",,,,,,,0,7,0,0,0,0,8,0,0,0,0,0
apartment_1165010812,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010844,,,,,,"['마을 버스 정류장 가까움.', '이동이 수월해서 좋음.', '대중교통 이용이 편리함.', '주변 교통이 잘 연결됨.', '강남역까지 쉽게 이동.', '교통이 편리한 위치임.']",,"['주변 상업시설 다양함.', '안전한 주거 환경임.', '관리 상태가 우수함.', '주변 환경이 쾌적함.', '마을버스로 이동 편리함.', '강남역 접근 용이함.', '교통이 매우 편리함.', '버스 정류장이 인접함.']",,,,,0,0,0,0,0,0,7,2,0,0,8,0
apartment_1165010852,,,,,,['지하철 2호선 가까움.'],['명문 초등학교가 있음.'],"['커뮤니티 시설이 우수함.', '사우나와 수영장 있음.', '조경이 잘 되어 있음.', '공원이 가까워 좋음.', '생활 편의성이 높음.']",,,,"['고급 상권과 가까움.', '다양한 상업시설 있음.', '생활 편의성이 높음.']",0,0,0,3,0,0,1,0,3,3,6,0
apartment_1165010808,,['저녁에도 소음 존재.'],,['가격 대비 위치가 좋음.'],,"['주변 이동이 용이함.', '교통이 원활하게 연결됨.', '지하철 접근성이 좋음.', '대중교통이 매우 편리함.', '대중교통 이용이 편리함.', '빠른 이동이 가능함.', '버스 노선이 다양함.', '교통비 절감 가능함.']","['교육 기회가 풍부함.', '아이 교육에 최적임.', '안전한 교육 환경임.', '교육시설 접근 용이.', '유치원도 잘 되어 있음.', '영어학원 인프라 좋음.']",,"['주차 접근성이 좋음.', '주차 공간이 충분함.', '주차가 편리하게 설계됨.', '이중주차 필요 없음.', '주차 공간이 넉넉함.', '주차 스트레스 없음.', '주차시설이 잘 관리됨.', '주차가 안전하게 가능.', '주차가 용이한 위치.']",,,,0,7,0,0,1,10,9,3,0,8,0,0
apartment_1165010854,,"['지하도 소음이 적음.', '초등학교 소음 걱정 없음.', '상권이 조용하게 형성됨.', '소음이 적어 편안함.', '전체적으로 평화로운 환경.', '주변이 조용해서 좋음.', '주차장 소음이 적음.']",,,,['대중교통 접근성 좋음.'],"['안전한 통학로 있음.', '학부모 만족도 높음.', '초등학교 셔틀 있음.']",,"['지하 주차는 부족함.', '심야 제외 자리 많음.']",,,['주차 공간 여유 있음.'],0,0,0,6,0,4,4,10,0,5,0,0
apartment_1165010804,,,,,,"['지하철 접근성 우수.', '이동이 용이하여 좋음.', '다양한 노선 선택 가능.', '대중교통 이용 편리.']","['교육시설 접근성이 좋음.', '안전한 통학로 있음.', '학부모 만족도가 높음.', '좋은 초중학교 근처.', '다양한 교육 프로그램 제공.']",,,,,,0,0,0,0,0,0,7,0,0,8,0,0
apartment_1165010818,,['이면에 위치해 조용.'],,,,"['편리한 대중교통 접근.', '버스 노선이 다양함.', '지하철 이용이 편리함.']",,"['주차 공간이 넉넉함.', '주변 환경이 쾌적함.', '아파트 관리가 우수함.', '버스 이동이 용이함.', '주거 만족도가 높음.', '경비 보안이 철저함.', '지하철 이용이 편리함.']",,,,"['지하철 이용이 편리함.', '버스 이동이 용이함.']",0,0,0,4,0,0,8,3,0,0,9,0
apartment_1165010823,,,,,"['방이 아늑하게 설계됨.', '내부 구조가 현대적임.']","['대중교통 이용이 편리함.', '이동이 매우 용이함.']",,,,,,"['주차 공간이 넉넉함.', '생활 편의성이 높음.', '교통이 매우 편리함.', '강남역도 도보 가능.', '주변 시설이 다양함.']",0,0,0,6,2,0,7,2,0,0,0,0
apartment_1165010820,,,,,,"['강남으로 이동 용이.', '주변 도로 연결 좋음.']",,,"['주차시설이 부족하지 않음.', '주차 환경이 괜찮음.', '주차 문제는 해결 가능.', '주차가 다소 어려움.', '주변 상가에 주차 가능.', '주차시설에 대한 불만 없음.', '도로변에 주차 용이.', '주차 공간이 다양함.']",,,,0,0,0,3,0,10,3,2,0,0,0,0
apartment_1165010817,,,,,,"['지하철 접근성이 좋음.', '교통이 매우 원활함.', '2호선 이용 가능함.', '버스정류장이 가까움.', '이동이 편리하여 좋음.', '5분 거리에 대중교통.']",,,,,,"['주변 시설 이용이 용이.', '지하철 접근성이 좋음.', '5분 거리에 교통편리.', '버스정류장이 가까움.', '편의시설이 잘 갖춰짐.', '식당이 다양하게 있음.', '헬스장이 근처에 있음.', '생활 편의성이 높음.', '주거지와 가까운 편의점.', '편리한 생활환경 제공.']",0,0,0,10,0,0,8,0,0,0,0,0
apartment_1165010838,,['주변이 조용해서 좋음.'],"['서초역이 바로 앞임.', '교통이 특급으로 좋음.', '교통 편의성이 뛰어남.']",,,"['서초역이 바로 앞임.', '편리한 대중교통 이용 가능.', '교통이 특급으로 좋음.']",,"['법원 주변이 조용함.', '교통이 매우 편리함.', '주거 환경이 만족스러움.']",,,,"['예술의 전당 근처임.', '고급스러운 환경이 매력적.', '교통이 매우 편리함.']",3,0,0,5,0,0,3,1,0,2,6,0
apartment_1165010805,,,,,,"['대중교통 이용 편리.', '주변 교통시설 우수.']","['서일중학교와 인접함.', '학군이 매우 우수함.', '서초초등학교가 가까움.']","['모든 것이 잘 관리됨.', '관리 상태가 우수함.']",,,,['관리 상태가 우수함.'],0,0,0,3,0,0,10,0,0,3,5,0
apartment_1165010829,,['소음이 없어서 좋음.'],,,,"['주변 교통시설 다양함.', '대중교통 접근성 우수.', '지하철역도 인근에 있음.', '대중교통 이용이 용이함.', '이동이 편리해서 좋음.']",,"['친절한 보안요원 상주.', '쓰레기 처리 편리함.', '주변 환경이 쾌적함.', '아파트 조경이 좋음.', '우면산 경치가 아름다움.']",,,"['우면산 경치가 좋음.', '아파트 조경이 아름다움.', '거주 환경이 쾌적함.']",['편리한 생활환경 제공.'],0,0,0,3,0,0,10,7,3,0,6,0
apartment_1165010859,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010856,,['소음 걱정 없어서 좋음.'],,,,,,"['관리가 잘 되어 있음.', '주변 환경이 쾌적함.', '벌레가 없어서 좋음.']",,,,,0,0,0,0,0,0,0,6,0,0,8,0
apartment_1165010203,,,,,,"['버스정거장이 가까움.', '대중교통 접근성이 좋음.', '대중교통 이용 편리.']",,,['주차가 어렵지 않음.'],,['거주 만족도가 높음.'],,0,0,0,0,0,4,3,2,4,0,4,0
apartment_1165010202,,"['자연 소음이 편안함.', '소음이 전혀 없어서 좋음.', '주변이 조용해서 좋음.']",,,,,,"['숲속에 위치한 아파트.', '아침에 상쾌한 공기.', '주거 만족도가 높음.', '자연과 가까운 환경.']",,,,,0,0,0,0,0,0,0,4,0,0,5,0
apartment_1165010201,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010314,,,"['교통편이 매우 우수함.', '주변 교통 혼잡 없음.', '주차 공간이 넉넉함.', '대중교통 접근 용이함.', '버스 노선이 다양함.', '교통이 매우 편리함.', '주차가 용이하여 좋음.']",,,,,,,,,"['다양한 상점이 있음.', '식당 선택지가 많음.', '상업시설 접근성이 좋음.', '편의시설이 잘 갖춰짐.']",10,0,0,4,0,0,0,0,0,0,0,0
apartment_1165010313,,,,,,,,,,,,"['주차 공간이 넉넉함.', '이용 편의성이 높음.', '양재동 중심에 위치.']",0,0,0,7,0,0,0,0,0,0,0,0
apartment_1165010301,,,['대중교통 이용 쉬움.'],,,"['대중교통 이용 용이함.', '주변 이동이 편리함.', '양재역이 인근에 있음.']",,,"['주차 접근성이 좋음.', '주차 스트레스 없음.']","['주변에 병원이 많음.', '의료시설 접근성이 좋음.', '종합병원까지 가까움.']",,['은행과 우체국 근처.'],4,0,0,4,0,10,7,2,0,2,0,3
apartment_1165010302,,,,,,"['마을버스가 자주 다님.', '버스정류장 인근에 있음.', '교통이 매우 편리함.', '4호선 이용 편리함.']",,,,,,"['3호선과 4호선 이용 편리.', '마을버스가 자주 다님.', '버스정류장과 가까움.', '생활 편의성이 높음.']",0,0,0,6,0,0,5,6,0,0,0,0
apartment_1165010305,,"['복잡하지 않아 편안함.', '주변이 조용해서 좋음.']",,,,,['교육시설이 잘 갖춰짐.'],,,,"['형촌마을 경치가 예쁨.', '테니스장과 농구대 구비.', '인라인, 자전거 트랙 있음.', '양재천이 가까워 좋음.']","['활기찬 분위기가 있음.', '삼성R&D 센터 근처.', '지하에 휘트니스 센터.']",0,0,0,4,0,0,0,2,4,2,0,0
apartment_1165010306,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010307,,,,,,"['교통 편의성이 뛰어남.', '편리한 이동이 가능함.', '만남의광장역 가까움.', '대중교통 이용이 편리함.', '교통망 확장 기대됨.']",,,,,,"['교통 편의성이 뛰어남.', '상업시설 활성화 기대.', '주거와 상업의 조화.', '서초우면지구 발전 중.', '주변 인프라가 우수함.', '미래가 밝은 지역임.']",0,0,0,7,0,0,6,0,0,0,0,0
apartment_1165010308,,,,,,,"['어린이 키우기 좋은 환경.', '안전한 동네 분위기.', '가족 단위 거주에 적합함.', '학교와의 거리도 적당함.']",,,,,"['주차 공간이 넉넉함.', '상업시설 접근 용이.', '이마트 상가가 가까움.', '생활 편의시설 다양함.']",0,0,0,4,0,0,0,0,0,4,0,0
apartment_1165010310,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010309,,,,,['주방이 넓어서 좋음.'],"['대중교통 이용 편리.', '교통 접근성이 좋음.', '주변 교통시설 우수.']",,,,,,,0,0,0,0,6,0,8,0,0,0,0,0
apartment_1165010311,,['소음이 적어 편안함.'],"['주차 공간이 충분함.', '버스정류장이 가까움.', '교통량이 적어 좋음.', '차량 이용이 편리함.', '지하철역도 접근 용이.']",,,,"['교육시설이 잘 갖춰짐.', '어린 자녀에게 적합.']",,,,"['주변이 한적하고 조용.', '양재천 근처 산책 좋음.', '아이 키우기 좋은 곳.', '자연과 가까운 환경.']",['상업시설이 적당히 있음. 주변 번화가가 멀어 좋음.'],7,0,0,1,0,0,2,1,5,2,0,0
apartment_1165010312,,,"['강남과 직결될 예정.', '교통문제 해결 기대됨.', '주암지구 개발 진행 중.', '지하철 노선이 개선됨.', '미래 교통망 기대됨.', '교통 편의성 증가할 듯.', '주변 교통망 확장 중.']",,,"['주변 교통망 확장 중.', '지하철 접근성이 좋음.', '편리한 이동이 가능함.', '대중교통이 개선될 예정.', '위례과천선이 통과함.', '강남과 직결되는 노선.']",,,,,,,8,0,0,0,0,0,6,0,0,0,0,0
apartment_1165010304,,,,,,"['교통망이 잘 구축됨.', '대중교통 이용 용이.', '이동이 매우 편리함.']","['교육 환경이 우수함.', '대치동 학원가 근접.']",,,,,"['이마트도 근처에 있음.', '코스트코 가까워 좋음.', '주변에 일자리가 많음.', '생활 편의시설 풍부함.']",0,0,0,4,0,0,8,0,0,3,0,0
apartment_1165010303,,"['소음이 크게 느껴짐.', '위층 소음 신경 쓰임.', '소음 문제 개선 필요.']",,,,"['대중교통 이용 만족.', '대중교통 이용 편리.', '버스 정류장 가까움.', '대중교통 접근성 좋음.', '마을버스가 자주 옴.']",,,"['주차가 편리하게 제공됨.', '주차 부족하지 않음.', '주차시설에 불만 없음.', '주차시설 만족스러움.', '주차 공간이 적당함.']",,,,0,0,0,0,0,10,7,5,0,0,0,0
apartment_1165010615,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010620,,,,,,['도보 이동이 용이함.'],,,,,,,0,0,0,0,0,0,7,1,0,5,0,0
apartment_1165010606,,,,"['주변 시세보다 저렴함.', '세대수가 적어서 저렴.', '가격이 매우 저렴함.']",,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0
apartment_1165010646,,,,,,,,"['주변에 공원이 많음.', '주차 공간이 넉넉함.', '관리 상태가 매우 우수함.', '상업시설이 가까워 편리함.', '주변 경관이 아름다움.', '주변이 조용하고 평화로움.', '교통이 편리하여 좋음.', '안전한 환경이 조성됨.', '주거 환경이 쾌적함.']",,,,,0,0,0,0,0,0,0,0,0,0,9,0
apartment_1165010647,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010602,,,,,,"['교통이 정말 최고임.', '올림픽대로 접근 용이.']","['학군이 매우 우수함.', '교육시설 접근 용이.']",,,,,,0,0,0,0,0,0,6,2,0,4,0,0
apartment_1165010609,,,,,,"['고속도로 접근이 용이함.', '사립초 스쿨버스 정류장.', '압구정 학원가 접근 용이.', '도보로 가로수길 7분.', '버스 정류장이 가까움.', '대중교통이 매우 편리함.', '반포 지역도 쉽게 이동 가능.']","['도보로 이동 가능함.', '사립초 스쿨버스 있음.', '교육시설 접근성이 좋음.']",,,,,"['압구정 학원가와 가까움.', '버스 정류장이 바로 앞.', '강남 고속터미널 근처임.', '가로수길까지 가까움.', '교통이 매우 편리함.', '현대백화점이 인근에 있음.', '킴스클럽도 쉽게 접근 가능.', '신세계백화점과 가까움.']",0,0,0,8,0,0,7,5,0,4,0,0
apartment_1165010610,,,,,,"['지하철역도 이용 가능.', '버스정류장이 가까움.', '교통 접근성이 좋음.']",,,"['주차가 편리하게 가능.', '주차가 불편하지 않음.', '주차 공간이 충분함.', '주차가 스트레스 없음.', '주차가 용이하여 만족.', '주차장이 넓어서 좋음.', '주차 공간이 여유로움.', '주차시설이 잘 관리됨.', '주차장 위치가 좋음.']",,,,0,0,0,0,0,10,5,3,0,0,0,0
apartment_1165010651,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010650,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010648,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010640,,['단지가 조용하고 깨끗함.'],,,,"['버스 정류장이 많음.', '고속터미널역도 가까움.', '반포역도 인근에 있음.', '이동이 편리해서 좋음.']","['청담고도 인근에 있음.', '지역 교육 지원이 활발함.', '교육시설 접근성이 좋음.', '초중고가 가까워 좋음.', '도보로 통학 가능함.', '자녀 교육에 최적임.', '안전한 통학로가 있음.', '학습 분위기가 좋음.', '학군이 뛰어나 만족.']","['엘리베이터가 새로움.', '단지가 조용하고 깨끗함.', '교통이 매우 편리함.', '한강 산책이 용이함.', '학교가 도보 2분 거리.', '경비 아저씨들 친절함.']","['주차가 편리해 만족함.', '안전한 주차환경 제공.', '지하주차장이 두 군데.', '주차가 용이해서 좋음.', '주차시설이 매우 편리함.', '주차장 관리가 잘됨.', '차 두 대 주차 가능.', '주차 스트레스가 없음.']",,,"['상업시설이 가까워 편리함.', '주변 쇼핑시설 다양함.']",0,0,0,2,0,10,7,1,0,10,8,0
apartment_1165010639,,['주변 환경이 조용함.'],,,,"['교통이 원활하여 좋음.', '버스정류장 인근에 있음.', '이동이 매우 편리함.']",,"['주변 상업시설 다양함.', '관리 상태가 우수함.', '생활 편의시설 많음.']","['주차 접근성이 좋음.', '주차 공간이 충분함.', '지하 2층 주차 가능.', '주차 공간이 쾌적함.', '주차가 용이해서 편함.', '주차장이 넓어서 좋음.', '주차 스트레스 없음.', '주차 편리하게 이용함.']",,,,0,0,0,4,0,10,5,2,0,0,10,0
apartment_1165010611,,['주변이 조용한 편임.'],['143번 버스 정류장 있음.'],,,"['집앞에 버스 지나감.', '이동이 매우 용이함.', '위치가 매우 우수함.']",,,,,,,4,0,0,0,0,0,8,2,0,2,6,0
apartment_1165010617,,,,,,,,,,,,,0,0,1,0,0,0,0,3,0,0,0,0
apartment_1165010607,,"['소음이 적어 편안함.', '주변이 조용해서 좋음.']",,,,['대중교통 이용 용이.'],,"['놀이터가 집앞에 있음.', '한강 조망이 가능함.', '교통이 점점 좋아짐.', '주변 환경이 쾌적함.', '자연과 가까운 위치.', '안전한 주거 공간임.', '소규모 단지의 장점.']",,,"['놀이터가 인근에 있음.', '주변 환경이 쾌적함.']",,0,0,0,0,0,0,9,2,3,0,8,0
apartment_1165010632,,,,,,,,"['공원과 녹지가 많음.', '문화시설이 가까워 편리함.', '주차 공간이 넉넉함.', '주변이 조용하고 쾌적함.', '안전한 주거 환경임.', '교육 환경이 우수함.', '주변 시설이 잘 갖춰짐.', '교통이 편리해서 좋음.', '상업시설이 다양하게 있음.']",,,,,0,0,0,0,0,0,0,0,0,0,9,0
apartment_1165010630,,"['소음 문제 해결 가능.', '조용한 환경 기대됨.', '안정된 주거 환경 조성.']",,,,,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0
apartment_1165010624,,,,,,"['교통 접근성이 뛰어남.', '편리한 이동이 가능함.', '여러 호선 이용 가능.', '대중교통이 매우 편리함.']",,,,,,"['현대홈타운 상가 좋음.', '병원도 인근에 있음.', '주변 시설이 다양함.']",0,0,0,9,0,0,6,0,0,0,0,0
apartment_1165010636,,['밤에 소음이 살짝 있음.'],,,,"['잠원역과 반포역 가까움.', '고속터미널도 가까움.', '버스로 다양한 지역 이동 가능.', '교통이 매우 편리함.', '환승 없이 이태원까지 가능.', '교통과 시설이 정말 좋음.']",,"['환승 없이 이동 가능.', '교통이 매우 편리함.']","['주차시설이 만족스러움.', '주차장이 넉넉하고 편함.', '주차 공간이 충분함.']",,,"['환승 없이 이동 가능.', '신세계백화점이 가까움.', '주변 인프라가 좋음.', '고속터미널과 가까움.', '교통이 매우 편리함.']",0,0,0,8,0,3,6,1,0,0,4,0
apartment_1165010631,,,,,,,"['신동초가 인근에 있음.', '세화고와 서초고도 좋음.', '다양한 학교 선택 가능.', '교육 환경이 우수함.', '자녀 교육에 최적임.', '입지가 매우 뛰어남.', '현대고도 쉽게 갈 수 있음.', '학교가 가까워서 좋음.', '상문고와 서울고도 근처.']",,,,['다양한 학교 선택 가능.'],,0,0,0,4,0,0,0,0,10,10,0,0
apartment_1165010618,,"['층간소음이 거의 없음.', '소음 걱정 없어서 좋음.', '조용한 환경 유지됨.']",,,,"['대중교통 이용이 쉬움.', '교통이 매우 원활함.', '이동이 간편해서 좋음.', '교통편이 만족스러움.']",,,,,,"['주변 편의시설 많음.', '입지가 매우 우수함.', '상권이 다양해 좋음.']",0,0,0,7,0,0,7,3,0,0,0,0
apartment_1165010643,,,,,,"['대중교통 이용 편리함.', '학교 버스정류장 인근.']","['학교 버스정류장이 가까움.', '주변 교육시설이 우수함.']","['복도가 넓고 쾌적함.', '나무가 많아 아름다움.', '주변 시설이 다양함.', '주변이 조용해서 좋음.']",,,,,0,0,4,4,0,0,4,2,0,2,9,0
apartment_1165010638,,,,"['가성비 뛰어난 선택.', '가격 대비 만족스러움.', '주변 편의시설 좋음.']",,,,,,,,"['식당 선택지가 풍부함.', '주변에 마트가 많음.', '쇼핑 편의성이 좋음.']",0,6,0,4,0,0,0,0,0,0,0,0
apartment_1165010635,,['주변이 조용해서 좋음.'],,,,"['교통 접근성이 좋음.', '지하철 이용 용이함.', '이동이 매우 편리함.']",,"['생활 편의시설 많음.', '22차와 연결되어 있음.', '주변 환경이 괜찮음.', '뉴코아 킴스클럽 근처.']","['주차시설이 만족스러움.', '주차가 편리하게 가능.', '주차가 용이해서 좋음.', '주차장이 편리하게 위치.', '주차공간이 넉넉해 편함.', '주차가 수월하게 이루어짐.', '주차시설이 잘 갖춰짐.', '주차공간이 여유로움.']",,,"['상업시설 접근 용이.', '뉴코아 킴스클럽 근처.']",0,0,0,4,0,10,7,1,0,0,8,0
apartment_1165010649,,,,,,,"['아이들 등교 편리함.', '안전한 통학로 있음.', '교육 환경이 뛰어남.', '학교와의 거리 짧음.', '주변 교육시설 우수.', '부모님 만족도 높음.']",,,,,,0,0,0,0,0,0,0,0,0,8,0,0
apartment_1165010604,,"['소음이 적어 편안함.', '주변이 조용해서 좋음.']",,,,"['편리한 위치에 있음.', '시간 절약할 수 있음.', '다양한 노선 이용 가능.']",,,,,,"['고속터미널과 인접함.', '신세계와 가까운 거리.', '한강까지 도보 가능.', '편리한 교통이 장점.', '주변 시설이 다양함.']",0,0,0,6,0,0,8,4,0,0,0,0
apartment_1165010633,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010616,,"['소음이 적어 안정적임.', '주변이 조용해서 좋음.']",,,,['도보 이동이 용이함.'],,,,,,,0,0,0,5,0,0,2,2,0,0,0,0
apartment_1165010603,"['자연과 가까운 느낌.', '한적한 환경이 매력.', '주변이 조용하고 평화로움.', '주거 환경이 쾌적함.']",['소음이 적어 편안함.'],"['걸어서 이동 가능함.', '접근성이 뛰어난 위치.']",,,['대중교통 이용 편리.'],,,,,,"['다양한 편의시설 있음.', '상가가 가까워 좋음.']",3,0,6,4,0,0,2,1,0,0,0,0
apartment_1165010642,,"['소음 걱정 없어서 안심.', '주변이 조용해서 좋음.']",,,,,"['학부모들 만족도가 높음.', '아이들 교육에 최적임.', '아이들 성장에 도움됨.', '교육 환경이 우수함.', '안전한 통학로가 있음.', '학교가 가까워서 좋음.', '다양한 교육 프로그램 제공.']",,,,,,0,0,0,0,0,0,0,4,0,8,0,0
apartment_1165010605,,"['소음 문제 전혀 없음.', '소음 걱정 없어서 편안.', '소음으로 인한 스트레스 없음.', '조용한 밤시간 보장.', '주변이 조용해서 좋음.']",,,,"['대중교통 이용이 좋음.', '주변에 정류장이 많음.', '버스 노선이 다양함.']","['학부모 참여 활발함.', '지역 사회와 연계됨.', '아이들 교육에 적합.', '다양한 프로그램 제공.', '안전한 통학로가 있음.', '학교가 가까워 좋음.', '학습 환경이 뛰어남.']","['학교가 인근에 있음.', '주변 환경이 쾌적함.', '자연 경관이 아름다움.', '생활 편의시설 풍부함.', '병원 접근성이 좋음.']",,,,['병원 접근성이 좋음.'],0,0,0,4,0,0,10,7,0,10,9,0
apartment_1165010619,,"['주거 환경이 쾌적함.', '주변이 조용해서 좋음.']","['주거지로 최적의 위치.', '교통이 편리해서 좋음.', '주차 공간은 아쉬움.', '한강 접근성이 뛰어남.', '고터 앞 교통 밀림.']",,,"['아이와 이동하기 편리함.', '버스정류장이 가까움.', '지하철역도 인근에 있음.', '교통이 원활하여 좋음.', '대중교통 이용이 용이함.', '주변 교통망이 잘 구축됨.', '교통이 안전하게 느껴짐.']","['아이 교육에 최적임.', '학교와 교통이 우수.', '아이와 함께 살기 좋음.']",,"['주차가 불만족스러움.', '주차시설 개선 필요.']",,,,5,0,0,0,0,9,8,2,0,5,0,0
apartment_1165010637,,"['소음이 적어 편안함.', '주변 소음이 거의 없음.', '주변이 조용해서 좋음.']",,,,"['이동이 수월해서 좋음.', '버스정류장이 가까움.', '대중교통 이용 편리.', '주변 교통이 원활함.', '대중교통 접근성이 우수.']",,"['녹지가 많아 쾌적함.', '안전한 단지 분위기.', '주변 상업시설 풍부.', '교통이 매우 편리함.']","['주차 공간이 넉넉함.', '주차 편의성이 좋음.', '주차시설 관리가 잘됨.']",,,,0,0,0,0,0,8,5,3,0,0,9,0
apartment_1165010634,,,,,,"['대중교통이 잘 연결됨.', '지하철 이용이 용이함.', '편리한 교통 덕분에 좋음.', '대중교통 접근성이 뛰어남.', '교통이 원활해 편리함.', '버스 노선도 다양함.', '3호선이 가까워 좋음.', '이동이 편리해서 좋음.']",,['조용한 입지가 좋음.'],"['주차가 편리하게 설계됨.', '주차 공간이 쾌적함.', '주차 공간이 넉넉함.', '주차가 용이해 만족함.', '주차가 용이해서 좋음.', '주차가 스트레스 없음.', '주차시설이 잘 관리됨.', '주차 위치가 안전함.', '주차장 접근성이 좋음.']",,,,0,0,0,0,0,10,8,2,0,0,5,0
apartment_1165010614,,,"['주변 도로가 잘 정비됨.', '대중교통 이용이 용이함.', '교통이 매우 편리함.', '자전거 도로도 잘 마련됨.']",,,"['대중교통 이용이 용이함.', '교통이 매우 편리함.']","['안전한 교육시설 있음.', '학교와 가까워 좋음.', '교육 여건이 우수함.', '주변 초중학교 훌륭함.']",,,,,,5,0,0,0,0,0,2,3,0,4,0,0
apartment_1165010625,,"['소음이 적어 편안함.', '주변이 조용해서 좋음.']",,,,"['대중교통 이용이 쉬움.', '교통이 좋아 이동 편함.', '강남과 강북 접근 용이.', '버스와 지하철 많음.']",,,"['주차가 항상 여유있음.', '주차시설 관리 잘됨.', '지하 주차시설 좋음.', '주차 접근성이 뛰어남.', '주차가 용이해서 좋음.', '주차가 안전하게 느껴짐.', '주차로 인한 불편 없음.', '주차 스트레스 없음.']",,,"['음식점도 다양하게 있음.', '마트와 병원 가까움.', '교통이 매우 편리함.', '생활 편의시설 풍부함.', '버스와 지하철 많음.']",0,0,0,5,0,10,5,2,0,0,0,0
apartment_1165010612,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010641,,,"['주차 공간도 적당함.', '대중교통 이용 용이.']",,,"['교통이 원활하게 연결됨.', '주변 이동이 편리함.', '주변에 정류장이 많음.', '대중교통 이용이 용이함.', '버스 노선이 다양함.', '교통 접근성이 좋음.']",,,,,,"['백화점도 가까워 좋음.', '주차 공간이 넉넉함.', '생활 편의성이 높음.', '쇼핑몰이 인근에 있음.', '마트가 가까워 편리.']",4,0,0,6,0,0,9,0,0,0,0,0
apartment_1165010608,"['한강이 가까워 좋음.', '자연지구 분위기 좋음.']","['차량 소음이 다소 있음.', '층간 소음이 존재함.']",,,,"['편리한 위치에 있음.', '지하철도 이용 가능.', '주변 교통시설 좋음.', '고속버스터미널 근처.', '대중교통 접근성 좋음.']",,,,,,,0,0,3,0,0,0,9,3,0,0,0,0
apartment_1165010627,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
